Loan #,Seller(1),Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property_5 Type,Property_3 Subtype,Year Built,Year Renovated,Loan #.1,Seller(1).1,Property Name.1,Units(2),Unit of  Measure,Occupancy %,Occupancy Date,Appraised Value ($)(3),Appraisal Date(3),Current_1 LTV %(3),Original Balance ($)(4)_9,Original Balance_8 per Unit ($)_4,Current_4 Balance ($)(4)_1,Current Balance_2 per Unit ($)_4,% of Initial Pool Balance,Crossed Loan,Related Borrower(5),Interest Rate %(6)_1,Admin. Fee %(6),Net Mortgage Rate %(6)_0,Accrual Type,Loan #.2,Seller(1).2,Property Name.2,Monthly Debt Service ($)(7),Annual Debt Service ($)(8),Note Date,First Payment Date(9),Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem._0  Term(9),Rem._0  Amort,I/O Period(9)(10),Seasoning,Payment Due Date,Grace Period_0  (Late Payment),Grace Period_7  (Default),Maturity Date,ARD Loan(11),Final Mat Date(11),Maturity/ARD Balance ($)(4),Maturity LTV %(3),Loan #.3,Seller(1).3,Property Name.3,Prepayment Provision (Payments)(9)(12)(13),2008_3 Revenues ($)_9,2008_7 Total Expenses ($)_2,2008_7 NOI ($)_9,2009_5 Revenues ($)_0,2009_0 Total Expenses ($)_3,2009_2 NOI ($)_0,2010_9 Revenues ($)_5,2010_4 Total Expenses ($)_5,2010_5 NOI ($)_5,Most Recent_5  Revenues ($),Most Recent_5  Total Expenses ($),Most Recent_3  NOI ($)(14),As of,Loan #.4,Seller(1).4,Property Name.4,UW Economic Occupancy %,UW_3 Revenues ($),UW Total Expenses ($),UW NOI ($)(14),UW_6  Capital Items ($),UW NCF ($)(14),UW_5  NOI DSCR(14),UW NCF_0 DSCR(14),UW NOI Debt Yield %,UW NCF_5  Debt Yield %,Title Type,Ground Lease_5  Expiration,Ground Lease_8  Extension Terms,PML %,Loan #.5,Seller(1).5,Property Name.5,Upfront Capex Reserve ($)_0,Upfront Engin. Reserve ($)_2,Upfront Envir.  Reserve ($),Upfront TI/LC Reserve ($)_0,Upfront RE Tax Reserve ($)_8,Upfront Ins. Reserve ($)_4,Upfront Other Reserve ($)_1,Unnamed: 99,Monthly Capex Reserve ($)_3,Monthly Envir. Reserve ($)_0,Monthly TI/LC Reserve ($)_8,Monthly RE Tax Reserve ($)_0,Monthly Ins. Reserve ($)_7,Monthly Other Reserve ($)_2,Loan #.6,Seller(1).6,Property Name.6,Capex  Reserve Cap ($)_3,Envir.  Reserve Cap ($)_6,TI/LC  Reserve Cap ($)_0,RE Tax  Reserve Cap ($)_1,Insur.  Reserve Cap ($)_4,Debt Service  Reserve Cap ($)_2,Other  Reserve Cap ($)_0,Unnamed: 10_level_1,Single Tenant,Largest Tenant,Unit Size_9,Lease_0 Expiration_3,Unnamed: 121,2nd Largest Tenant,Unit Size_3,Lease_0 Expiration_0,Loan #.7,Seller(1).7,Property Name.7,3rd Largest Tenant,Unit Size_8,Lease_8 Expiration_1,Unnamed: 131,4th Largest Tenant,"( '     ' ,   ' U n i t   S i z e _ 8 ' ) . 1",Lease_3 Expiration_6,"( '     ' ,   '     ' ) . 1",5th Largest Tenant,Unit Size_4,Lease_5 Expiration_4,Loan Purpose,Loan #.8,Seller(1).8,Property Name.8,Principal / Carveout Guarantor(20),Lockbox_5  (Y/N),Lockbox_9  Type(21),Additional Debt_2  Permitted (Y/N),Additional Debt_2  Exist (Y/N)(22),Additional Debt_4  Amount ($)(22),Additional Debt_5  Type(22),Total Debt_0 Current Balance ($),Total Debt_3  UW NCF  DSCR,Total Debt Current LTV %,Total Debt_9  UW NOI  Debt Yield %,Loan #_2,Seller(1).9,Property Name.9,2008_6 Occupancy %_3,2008_5  ADR ($)_3,2008_5  RevPAR ($)_0,2009_8  Occupancy %_3,2009_5  ADR ($)_6,2009_7  RevPAR ($)_1,2010_4  Occupancy %_1,2010_6  ADR ($)_8,2010_7  RevPAR ($)_8,Most Recent_9  Occupancy %_5,Most Recent_7  ADR ($)_3,Most Recent_3  RevPAR ($)_7,UW_0 Occupancy %_4,UW_6  ADR ($)_7,UW_9  RevPAR ($)_0,Loan #_5
2.062,JPMCB,344 Monument Road,344 Monument Road,Jacksonville,FL,32225,Duval,1,Retail,Freestanding,1987,  ,2.062,JPMCB,344 Monument Road,"3,450",Square Feet,100.0%,06/15/11,"1,400,000",05/11/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,95.0%,"97,401","2,922","94,479","4,727","89,753",  ,  ,  ,  ,Fee,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,450",12/31/17,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.062,JPMCB,344 Monument Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.062
2.063,JPMCB,3850 Rockbridge Road,3850 Rockbridge Road,Stone Mountain,GA,30083,Dekalb,1,Retail,Freestanding,1971,  ,2.063,JPMCB,3850 Rockbridge Road,"7,016",Square Feet,100.0%,06/15/11,"1,400,000",05/10/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,95.0%,"120,261","3,608","116,654","9,612","107,042",  ,  ,  ,  ,Fee,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"7,016",12/31/17,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.063,JPMCB,3850 Rockbridge Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.063
2.064,JPMCB,4142 Sixth Street South,4142 Sixth Street South,St. Petersburg,FL,33705,Pinellas,1,Retail,Freestanding,1998,  ,2.064,JPMCB,4142 Sixth Street South,"3,000",Square Feet,100.0%,06/15/11,"1,400,000",05/11/11,  ,"700,067",  ,"700,067",  ,0.1%,  ,  ,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"700,067",  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,95.0%,"108,896","3,267","105,629","4,110","101,519",  ,  ,  ,  ,Fee,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,000",12/31/17,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.064,JPMCB,4142 Sixth Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.064
2.065,JPMCB,189 South Lowry Street,189 South Lowry Street,Smyrna,TN,37167,Rutherford,1,Retail,Freestanding,1964,  ,2.065,JPMCB,189 South Lowry Street,"5,006",Square Feet,100.0%,06/15/11,"1,375,000",05/20/11,  ,"687,565",  ,"687,565",  ,0.1%,  ,  ,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,95.0%,"95,903","2,877","93,026","6,858","86,168",  ,  ,  ,  ,Fee,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"5,006",12/31/17,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.065,JPMCB,189 South Lowry Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.065
2.066,JPMCB,222 South Main Street,222 South Main Street,Hendersonville,NC,28792,Henderson,1,Retail,Freestanding,1998,  ,2.066,JPMCB,222 South Main Street,"4,701",Square Feet,100.0%,06/15/11,"1,375,000",05/20/11,  ,"687,565",  ,"687,565",  ,0.1%,  ,  ,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"687,565",  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,95.0%,"104,280","3,128","101,152","6,440","94,711",  ,  ,  ,  ,Fee,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,701",12/31/17,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.066,JPMCB,222 South Main Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.066
2.0669999999999997,JPMCB,3720 3rd Street South,3720 3rd Street South,Jacksonville Beach,FL,32250,Duval,1,Retail,Freestanding,1993,  ,2.0669999999999997,JPMCB,3720 3rd Street South,"2,770",Square Feet,100.0%,06/15/11,"1,300,000",05/12/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,2.0669999999999997,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,2.0669999999999997,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0669999999999997,JPMCB,3720 3rd Street South,95.0%,"89,375","2,681","86,694","3,795","82,899",  ,  ,  ,  ,Fee,  ,  ,  ,2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,770",12/31/17,  ,  ,  ,  ,2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0669999999999997,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.067,JPMCB,3720 3rd Street South,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.067
2.068,JPMCB,21744 State Road 54,21744 State Road 54,Lutz,FL,33549,Pasco,1,Retail,Freestanding,1987,  ,2.068,JPMCB,21744 State Road 54,"3,750",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,95.0%,"98,309","2,949","95,360","5,138","90,222",  ,  ,  ,  ,Fee,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,750",12/31/17,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.068,JPMCB,21744 State Road 54,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.068
2.069,JPMCB,4041 Rowan Road,4041 Rowan Road,New Port Richey,FL,34653,Pasco,1,Retail,Freestanding,1987,  ,2.069,JPMCB,4041 Rowan Road,"3,638",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,95.0%,"95,373","2,861","92,511","4,984","87,527",  ,  ,  ,  ,Fee,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,638",12/31/17,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.069,JPMCB,4041 Rowan Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.069
2.07,JPMCB,4986 North Henry Boulevard,4986 North Henry Boulevard,Stockbridge,GA,30281,Henry,1,Retail,Freestanding,1972,  ,2.07,JPMCB,4986 North Henry Boulevard,"6,211",Square Feet,100.0%,06/15/11,"1,300,000",05/10/11,  ,"650,062",  ,"650,062",  ,0.1%,  ,  ,  ,  ,  ,  ,2.07,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"650,062",  ,2.07,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.07,JPMCB,4986 North Henry Boulevard,95.0%,"105,398","3,162","102,236","8,509","93,727",  ,  ,  ,  ,Fee,  ,  ,  ,2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,211",12/31/17,  ,  ,  ,  ,2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.07,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.070,JPMCB,4986 North Henry Boulevard,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.070
2.0709999999999997,JPMCB,62 Market Street,62 Market Street,Onancock,VA,23417,Accomack,1,Retail,Freestanding,1971,  ,2.0709999999999997,JPMCB,62 Market Street,"6,659",Square Feet,100.0%,06/15/11,"1,243,000",05/13/11,  ,"621,559",  ,"621,559",  ,0.1%,  ,  ,  ,  ,  ,  ,2.0709999999999997,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"621,559",  ,2.0709999999999997,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0709999999999997,JPMCB,62 Market Street,95.0%,"134,285","4,029","130,256","9,123","121,133",  ,  ,  ,  ,Fee,  ,  ,  ,2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"6,659",12/31/17,  ,  ,  ,  ,2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.0709999999999997,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.071,JPMCB,62 Market Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.071
2.072,JPMCB,610 East Derenne Avenue,610 East Derenne Avenue,Savannah,GA,31405,Chatham,1,Retail,Freestanding,1980,  ,2.072,JPMCB,610 East Derenne Avenue,"3,350",Square Feet,100.0%,06/15/11,"1,200,000",05/12/11,  ,"600,057",  ,"600,057",  ,0.1%,  ,  ,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,95.0%,"84,445","2,533","81,911","4,590","77,322",  ,  ,  ,  ,Fee,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,350",12/31/17,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.072,JPMCB,610 East Derenne Avenue,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.072
2.073,JPMCB,4125 State Road 60,4125 State Road 60,Vero Beach,FL,32960,Indian River,1,Retail,Freestanding,1984,  ,2.073,JPMCB,4125 State Road 60,"2,500",Square Feet,100.0%,06/15/11,"1,200,000",05/20/11,  ,"600,057",  ,"600,057",  ,0.1%,  ,  ,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"600,057",  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,95.0%,"91,642","2,749","88,892","3,425","85,467",  ,  ,  ,  ,Fee,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.073,JPMCB,4125 State Road 60,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.073
2.074,JPMCB,1821 Hillandale Road,1821 Hillandale Road,Durham,NC,27705,Durham,1,Retail,Freestanding,1974,  ,2.074,JPMCB,1821 Hillandale Road,"2,955",Square Feet,100.0%,06/15/11,"1,160,000",05/16/11,  ,"580,055",  ,"580,055",  ,0.1%,  ,  ,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,95.0%,"89,385","2,682","86,704","4,048","82,655",  ,  ,  ,  ,Fee,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,955",12/31/17,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.074,JPMCB,1821 Hillandale Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.074
2.075,JPMCB,180 Gaines School Road,180 Gaines School Road,Athens,GA,30605,Clarke,1,Retail,Freestanding,1980,  ,2.075,JPMCB,180 Gaines School Road,"3,230",Square Feet,100.0%,06/15/11,"1,160,000",05/12/11,  ,"580,055",  ,"580,055",  ,0.1%,  ,  ,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"580,055",  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,95.0%,"81,420","2,443","78,977","4,425","74,552",  ,  ,  ,  ,Fee,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,230",12/31/17,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.075,JPMCB,180 Gaines School Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.075
2.076,JPMCB,2815 Skidaway Road,2815 Skidaway Road,Savannah,GA,31404,Chatham,1,Retail,Freestanding,1980,  ,2.076,JPMCB,2815 Skidaway Road,"3,200",Square Feet,100.0%,06/15/11,"1,150,000",05/12/11,  ,"575,055",  ,"575,055",  ,0.1%,  ,  ,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"575,055",  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,95.0%,"80,664","2,420","78,244","4,384","73,860",  ,  ,  ,  ,Fee,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,200",12/31/17,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.076,JPMCB,2815 Skidaway Road,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.076
2.077,JPMCB,2100 West Cumberland Street,2100 West Cumberland Street,Dunn,NC,28334,Harnett,1,Retail,Freestanding,1988,  ,2.077,JPMCB,2100 West Cumberland Street,"4,156",Square Feet,100.0%,06/15/11,"1,120,000",05/17/11,  ,"560,053",  ,"560,053",  ,0.1%,  ,  ,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"560,053",  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,95.0%,"92,190","2,766","89,425","5,694","83,731",  ,  ,  ,  ,Fee,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,156",12/31/17,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.077,JPMCB,2100 West Cumberland Street,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,2.077
