Loan,Seller,Property Name,Street Address,City,State,Zip Code,County,Number of Properties,Property Type,Property Subtype,Year Built,Year Renovated,Units,Unit of Measure,Occupancy,Occupancy Date,Appraised Value,Appraisal Date,Current LTV,Original Balance,Original Balance per Unit,Current Balance,Current Balance per Unit,of Initial Pool Balance,Crossed Loan,Related Borrower,Interest Rate,Admin. Fee,Net Mortgage Rate,Accrual Type,Monthly Debt Service,Annual Debt Service,Note Date,First Payment Date,Partial IO Last IO Payment,Partial IO Loan First P&I Payment,Rem. Term,Rem. Amort,IO Period,Seasoning,Payment Due Date,Grace Period,Grace Period,Maturity Date,ARD Loan,Final Mat Date,MaturityARD Balance,Maturity LTV,Prepayment Provision,2008 Revenues,2008 Total Expenses,2008 NOI,2009 Revenues,2009 Total Expenses,2009 NOI,2010 Revenues,2010 Total Expenses,2010 NOI,Most Recent Revenues,Most Recent Total Expenses,Most Recent NOI,As of,UW Economic Occupancy,UW Revenues,UW Total Expenses,UW NOI,UW Capital Items,UW NCF,UW NOI DSCR,UW NCF DSCR,UW NOI Debt Yield,UW NCF Debt Yield,Title Type,Ground Lease Expiration,Ground Lease Extension Terms,PML,Upfront Capex Reserve,Upfront Engin. Reserve,Upfront Envir. Reserve,Upfront TILC Reserve,Upfront RE Tax Reserve,Upfront Ins. Reserve,Upfront Other Reserve,Monthly Capex Reserve,Monthly Envir. Reserve,Monthly TILC Reserve,Monthly RE Tax Reserve,Monthly Ins. Reserve,Monthly Other Reserve,Capex Reserve Cap,TILC Reserve Cap,Single Tenant,Largest Tenant,Unit Size,Lease Expiration,2nd Largest Tenant,Unit Size,Lease Expiration,3rd Largest Tenant,Unit Size,Lease Expiration,4th Largest Tenant,. 1,Lease Expiration,. 1,5th Largest Tenant,Unit Size,Lease Expiration,Loan Purpose,Principal Carveout Guarantor,Lockbox,Lockbox Type,Additional Debt Permitted,Additional Debt Exist,Additional Debt Amount,Additional Debt Type,Total Debt Current Balance,Total Debt UW NCF DSCR,Total Debt Current LTV,Total Debt UW NOI Debt Yield,2008 Occupancy,2008 ADR,2008 RevPAR,2009 Occupancy,2009 ADR,2009 RevPAR,2010 Occupancy,2010 ADR,2010 RevPAR,Most Recent Occupancy,Most Recent ADR,Most Recent RevPAR,UW Occupancy,UW ADR,UW RevPAR
2.1,JPMCB,2111 Wade Hampton Boulevard,2111 Wade Hampton Boulevard,Greenville,SC,29615,Greenville,1,Retail,Freestanding,1988,  ,"2,279",Square Feet,100.0%,06/15/11,"800,000",05/18/11,  ,"400,038",  ,"400,038",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"400,038",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"62,043","1,861","60,182","3,122","57,060",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,279",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.101,JPMCB,658 Main Street,658 Main Street,Thomson,GA,30824,McDuffie,1,Retail,Freestanding,1980,  ,"3,182",Square Feet,100.0%,06/15/11,"730,000",05/12/11,  ,"365,035",  ,"365,035",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"365,035",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"51,334","1,540","49,794","4,359","45,435",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,182",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.102,JPMCB,414 Wharf Street,414 Wharf Street,Loudon,TN,37774,Loudon,1,Retail,Freestanding,1967,  ,"4,100",Square Feet,100.0%,06/15/11,"710,000",05/16/11,  ,"355,034",  ,"355,034",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"355,034",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"62,010","1,860","60,150","5,617","54,533",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"4,100",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.103,JPMCB,4233 West Stone Drive,4233 West Stone Drive,Kingsport,TN,37660,Hawkins,1,Retail,Freestanding,1986,  ,"2,560",Square Feet,100.0%,06/15/11,"710,000",05/16/11,  ,"355,034",  ,"355,034",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"355,034",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"51,625","1,549","50,076","3,507","46,569",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,560",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.104,JPMCB,234 North Main Street,234 North Main Street,Walnut Cove,NC,27052,Stokes,1,Retail,Freestanding,1950,  ,"3,750",Square Feet,100.0%,06/15/11,"670,000",05/20/11,  ,"335,032",  ,"335,032",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"335,032",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"75,622","2,269","73,353","5,138","68,216",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,750",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.105,JPMCB,1611 South Miami Boulevard,1611 South Miami Boulevard,Durham,NC,27703,Durham,1,Retail,Freestanding,1981,  ,"1,820",Square Feet,100.0%,06/15/11,"660,000",05/16/11,  ,"330,031",  ,"330,031",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"330,031",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"49,810","1,494","48,315","2,493","45,822",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,820",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.106,JPMCB,300 South Mock Road,300 South Mock Road,Albany,GA,31705,Dougherty,1,Retail,Freestanding,1980,  ,"3,127",Square Feet,100.0%,06/15/11,"630,000",05/11/11,  ,"315,030",  ,"315,030",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"315,030",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"44,141","1,324","42,817","4,284","38,533",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"3,127",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.107,JPMCB,624 West Main Street,624 West Main Street,Sylva,NC,28779,Jackson,1,Retail,Freestanding,1920,  ,"2,484",Square Feet,100.0%,06/15/11,"625,000",05/20/11,  ,"312,530",  ,"312,530",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"312,530",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"50,092","1,503","48,589","3,403","45,186",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,484",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.108,JPMCB,1213 Greenland Drive,1213 Greenland Drive,Murfreesboro,TN,37130,Rutherford,1,Retail,Freestanding,1971,  ,"2,000",Square Feet,100.0%,06/15/11,"625,000",05/20/11,  ,"312,530",  ,"312,530",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"312,530",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"42,956","1,289","41,667","2,740","38,927",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,000",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.109,JPMCB,4720 Highway 49 South,4720 Highway 49 South,Harrisburg,NC,28075,Cabarrus,1,Retail,Freestanding,1971,  ,"2,166",Square Feet,100.0%,06/15/11,"600,000",05/20/11,  ,"300,029",  ,"300,029",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"300,029",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"43,679","1,310","42,369","2,967","39,402",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,166",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.11,JPMCB,4306 North Liberty Street,4306 North Liberty Street,Winston-Salem,NC,27105,Forsyth,1,Retail,Freestanding,1982,  ,"2,216",Square Feet,100.0%,06/15/11,"590,000",05/20/11,  ,"295,028",  ,"295,028",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"295,028",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"69,266","2,078","67,188","3,036","64,152",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,216",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.111,JPMCB,416 Highway 27 South,416 Highway 27 South,Stanley,NC,28164,Gaston,1,Retail,Freestanding,1985,  ,"2,400",Square Feet,100.0%,06/15/11,"590,000",05/20/11,  ,"295,028",  ,"295,028",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"295,028",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"45,978","1,379","44,599","3,288","41,311",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,400",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.112,JPMCB,110 West 10th Street,110 West 10th Street,Chattanooga,TN,37402,Hamilton,1,Retail,Freestanding,1978,  ,"2,026",Square Feet,100.0%,06/15/11,"560,000",05/16/11,  ,"280,028",  ,"280,028",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"280,028",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"44,942","1,348","43,593","2,776","40,818",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,026",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.113,JPMCB,7133 Forest Hill Avenue,7133 Forest Hill Avenue,Richmond,VA,23225,Richmond City,1,Retail,Freestanding,1968,  ,"2,600",Square Feet,100.0%,06/15/11,"550,000",05/10/11,  ,"275,026",  ,"275,026",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"275,026",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"39,324","1,180","38,144","3,562","34,582",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,600",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.114,JPMCB,4830 Jefferson Davis Highway,4830 Jefferson Davis Highway,Richmond,VA,23234,Chesterfield,1,Retail,Freestanding,1967,  ,"2,717",Square Feet,100.0%,06/15/11,"525,000",05/10/11,  ,"262,525",  ,"262,525",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"262,525",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"41,093","1,233","39,860","3,722","36,138",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,717",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.115,JPMCB,5716 West Andrew Johnson Highway,5716 West Andrew Johnson Highway,Morristown,TN,37814,Hamblen,1,Retail,Freestanding,1991,  ,"2,500",Square Feet,100.0%,06/15/11,"500,000",05/16/11,  ,"250,024",  ,"250,024",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"250,024",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"37,811","1,134","36,677","3,425","33,252",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,500",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.116,JPMCB,869 North Lee Highway,869 North Lee Highway,Lexington,VA,24450,Rockbridge,1,Retail,Freestanding,1976,  ,"1,600",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"30,652",920,"29,733","2,192","27,541",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,600",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.117,JPMCB,7880 Broad Street,7880 Broad Street,Rural Hall,NC,27045,Forsyth,1,Retail,Freestanding,1978,  ,"1,800",Square Feet,100.0%,06/15/11,"430,000",05/20/11,  ,"215,020",  ,"215,020",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"215,020",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"39,929","1,198","38,731","2,466","36,265",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,800",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.1180000000000003,JPMCB,400 West Main Street,400 West Main Street,Radford,VA,24141,Radford,1,Retail,Freestanding,1957,  ,"2,053",Square Feet,100.0%,06/15/11,"350,000",05/20/11,  ,"175,017",  ,"175,017",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"175,017",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"24,840",745,"24,095","2,813","21,283",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"2,053",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.119,JPMCB,23364 Front Street,23364 Front Street,Accomac,VA,23301,Accomack,1,Retail,Freestanding,1934,  ,"1,157",Square Feet,100.0%,06/15/11,"327,000",05/13/11,  ,"163,516",  ,"163,516",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"163,516",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"34,998","1,050","33,948","1,585","32,363",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,157",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.12,JPMCB,4394 South NC Highway 150,4394 South NC Highway 150,Lexington,NC,27295,Davidson,1,Retail,Freestanding,1977,  ,"1,100",Square Feet,100.0%,06/15/11,"240,000",05/20/11,  ,"120,011",  ,"120,011",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"120,011",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"26,619",799,"25,820","1,507","24,313",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,100",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
2.121,JPMCB,33287 Railroad Avenue,33287 Railroad Avenue,Painter,VA,23420,Accomack,1,Retail,Freestanding,1971,  ,"1,173",Square Feet,100.0%,06/15/11,"221,000",05/13/11,  ,"110,511",  ,"110,511",  ,0.0%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"110,511",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,95.0%,"23,655",710,"22,945","1,607","21,338",  ,  ,  ,  ,Fee,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Yes,SunTrust Bank,"1,173",12/31/17,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
3.0,JPMCB,Asheville Mall,3 South Tunnel Road,Asheville,NC,28805,Buncombe,1,Retail,Anchored,1972,2000,"323,832",Square Feet,95.4%,08/01/11,"123,000,000",06/28/11,63.4%,"78,000,000",241,"78,000,000",241,7.6%,No,  ,5.80000,0.06720,5.73280,Actual/360,"493,062.50","5,916,750.00",08/19/11,10/01/11,  ,  ,120,300,0,0,1,15,0,09/01/21,No,  ,"59,997,994",48.8%,"L(24),Def(92),O(4)","13,744,039","3,996,629","9,747,410","14,100,876","3,712,129","10,388,746","14,020,962","3,725,178","10,295,785","13,788,149","3,801,056","9,987,093",05/31/11,93.0%,"12,679,322","3,946,384","8,732,938","573,183","8,159,756",1.48,1.38,11.2%,10.5%,Fee,  ,  ,  ,"6,771",0,0,"40,627","499,538",0,"653,820","6,771",0,"40,627","62,442",0,0,  ,  ,No,Barnes & Noble,"35,968",04/30/19,Old Navy,"17,556",01/31/17,Gap,"12,044",01/31/13,Ulta Salon,"10,897",11/30/21,  ,New York & Company,"9,020",01/31/14,Refinance,"CBL & Associates Properties, Inc.",Yes,CMA,No,No,NAP,NAP,NAP,NAP,NAP,NAP,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
4.0,JPMCB,Sun Development and Management Portfolio,Various,Various,Various,Various,Various,5,Hotel,Various,Various,Various,637,Rooms,72.1%,07/31/11,"102,600,000",Various,54.6%,"56,300,000","88,383","56,024,503","87,951",5.4%,No,  ,4.86181,0.10720,4.75461,Actual/360,"324,607.26","3,895,287.12",05/17/11,07/01/11,  ,  ,57,297,0,3,1,0,0,06/01/16,No,  ,"49,980,786",48.7%,"L(24),Grtr1%orYM(35),O(1)","6,035,432","3,483,757","2,551,675","8,132,642","5,148,502","2,984,140","18,890,301","11,959,585","6,930,716","20,219,212","12,398,765","7,820,447",07/31/11,72.1%,"20,219,986","13,081,810","7,138,177",0,"7,138,177",1.83,1.83,12.7%,12.7%,Fee/Leasehold,Various,Various,Various,"50,485",0,0,0,"213,802",0,"113,201",3% of Gross Income from Operations,0,0,"79,999",0,0,"1,000,000",  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,Refinance,Bharat N. Patel,Yes,Hard,No,Yes,"17,700,000",Mezzanine Loan,"73,724,503",1.22,71.9%,9.7%,  ,  ,  ,  ,  ,  ,69.1%,110.28,76.13,72.1%,109.72,79.54,72.1%,109.72,79.54
4.001,JPMCB,Embassy Suites Palmdale,39375 5th Street West,Palmdale,CA,93551,Los Angeles,1,Hotel,Full Service,2010,  ,150,Rooms,70.7%,07/31/11,"36,000,000",04/01/11,  ,"19,400,000",  ,"19,305,068",  ,1.9%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"17,222,509",  ,  ,  ,  ,  ,  ,  ,  ,"5,236,057","2,951,394","2,284,663","5,931,041","3,376,647","2,554,394",07/31/11,70.7%,"5,931,126","3,743,251","2,187,875",0,"2,187,875",  ,  ,  ,  ,Fee,  ,  ,11%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,65.8%,136.47,89.85,70.7%,129.70,91.67,70.7%,129.70,91.67
4.002,JPMCB,Hilton Garden Inn Ridgefield Park,70 Challenger Road,Ridgefield Park,NJ,07660,Bergen,1,Hotel,Limited Service,2009,  ,140,Rooms,75.1%,07/31/11,"26,000,000",04/01/11,  ,"13,120,000",  ,"13,055,799",  ,1.3%,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,"11,647,387",  ,  ,  ,  ,  ,  ,  ,  ,"4,989,724","3,425,306","1,564,418","5,360,982","3,458,106","1,902,876",07/31/11,75.1%,"5,361,318","3,661,394","1,699,924",0,"1,699,924",  ,  ,  ,  ,Leasehold,06/30/56,"3 successive options, 2 for 10 years each and last one ending on 10/2084",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,No,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,68.5%,123.95,84.96,75.1%,124.38,93.40,75.1%,124.38,93.40
